address,name,lat,lng,reward_scale_correct
112dEfz63Y3h7KL5bmNKxn44R31rkdFkb34hJBfnrnGetiMShKf7,savory-snowy-shetland,42.45987683280125,-83.14473623613198,None
112Dvg9dqzo2jhaWzYMwKySLobVmkSm6a3LUDiGadmRbEucqnZPD,lone-myrtle-baboon,42.46627553949138,-83.1656870775095,1.0
112MNnoP6rNKDiYz4BAtxNKyEKvCRQLAtYmtUyAhDTgyZsPx8ZP,high-yellow-mallard,42.46049390825227,-83.16087335759096,1.0
11MjF5DkQzUYeov3XbL8QP7CLUYe1dm7E11iPinMUe4qqsp9Ahv,kind-cream-weasel,42.45392691157032,-83.15454784671687,1.0
1121PWAzhmazvwUfogsxRaF6QVWjg3vWef3zy3hGZehdWwF2fuVq,urban-steel-trout,42.46150337852267,-83.13000432616685,1.0
1128n4GbKCiyAv1PWPHJ2k7m3VurVTdDWdepwgtQDduhpfUaXvVa,oblong-gingham-boa,42.45390948232308,-83.1453168920564,1.0
11FYP6fh8aeK3rrNRDEUe4oAtiaY1GrqAssHuY3RpgroVqyT85N,droll-onyx-tarantula,42.45151273595962,-83.13592770156026,1.0
112Qvkkcg2W98SZtfV7faRU1i2Ht54kwbne8CVMb5327D3ShKR7N,nice-merlot-crab,42.45757165300365,-83.13605301191177,1.0
1126jyUSBJkbkz3KyD9VSxB1We18eQb3zjCVEz66Uc8NxpSA1cj8,sunny-macaroon-okapi,42.45723196014426,-83.14707199649374,1.0
112NFXcWpTfyHtjKmujyKjBrjYD6wsEMfPtuzA9dDMXDUBusBYMZ,flat-inky-scorpion,42.4589339757379,-83.15565685126855,1.0
11iNDcxZt4shPYpwr7FicQ14bVFK797dpShdiFGFzeFRNCqahB,virtual-holographic-flamingo,42.45699584448682,-83.13047933267704,1.0
ournode,New Node 1,42.454561,-83.135795,unknown
